article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0809074002,809074,H-string big jersey basic,73,Hair string,Accessories,1010016,Solid,20,Other Yellow,5,Bright,8,Yellow,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Large hair elastics in ribbed jersey without metal clips.
0809141002,809141,BB Tobbe bomber TP(1),262,Jacket,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,8852,Young Boy Outdoor,I,Children Sizes 134-170,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Padded bomber jacket in woven fabric with a ribbed stand-up collar, zip down the front and gathered seam down the back and sleeves. Flap side pockets with a press-stud, a zipped sleeve pocket and ribbing at the cuffs and hem. Lined."
0809211001,809211,Flirty Liam necklace,77,Necklace,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Thin metal chain necklaces with shell-shaped pendants. Adjustable length, 47-56 cm and 54-62 cm."
0809223002,809223,Chris Cargo (1),272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,5656,Trouser,F,Menswear,3,Menswear,21,Contemporary Casual,1009,Trousers,"Cargo trousers in washed stretch cotton twill with a zip fly and button, side pockets and flap back and leg pockets with a concealed press-stud. Tapered legs with shaped knees and elasticated hems."
0809226002,809226,Dog Miky Coat,-1,Unknown,Unknown,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Dog jacket in a reflective weave with a hood and a hole for a leash at the back of the neck. Opening for the front legs and a hook and loop fastening underneath. Fleece lining.
0809230001,809230,FF Carnation check,272,Trousers,Garment Lower body,1010004,Check,12,Light Beige,1,Dusty Light,11,Beige,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,"Suit trousers in woven fabric with a high, elasticated waist, side pockets and straight legs with sewn-in creases. The polyester content of the trousers is recycled."
0809238001,809238,Atomic Wrap Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft knit with a wrapover front with visible ties at one side and concealed ties at the other. Dropped shoulders, long sleeves and ribbing at the cuffs and hem."
0809238005,809238,Atomic Wrap Sweater,252,Sweater,Garment Upper body,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft knit with a wrapover front with visible ties at one side and concealed ties at the other. Dropped shoulders, long sleeves and ribbing at the cuffs and hem."
0809239001,809239,Ally Long Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Long, jumper in a hole-patterned knit with dropped shoulders and ribbing around the neckline, cuffs and hem."
0809239002,809239,Ally Long Sweater,252,Sweater,Garment Upper body,1010016,Solid,52,Pink,2,Medium Dusty,18,Red,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Long, jumper in a hole-patterned knit with dropped shoulders and ribbing around the neckline, cuffs and hem."
0809278001,809278,Bebe Sl-set s.9 repeat (J),297,Pyjama set,Nightwear,1010021,Lace,8,Dark Grey,4,Dark,12,Grey,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas in soft cotton jersey. Top with narrow, adjustable shoulder straps and a lace trim at the top. Short shorts with an elasticated waist and lace-trimmed hems."
0809320006,809320,1p Fancy edge sock,302,Socks,Socks & Tights,1010016,Solid,10,White,3,Light,9,White,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Socks in a soft rib knit with elasticated, frill-trimmed tops."
0809350002,809350,Liz PJ,297,Pyjama set,Nightwear,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas in soft jersey. Top with a wrapover front, short sleeves and gathers at the side for best fit over the tummy. Bottoms with wide, foldover ribbing at the waist and ribbed hems. Can be worn both during pregnancy and while nursing afterwards. The cotton content of the pyjamas is organic."
0809411002,809411,Doris sweater,252,Sweater,Garment Upper body,1010016,Solid,13,Beige,1,Dusty Light,11,Beige,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Jumper in a soft, fine knit containing some wool with long sleeves, decorative metal buttons on the shoulders and wide ribbing around the neckline, cuffs and hem."
0809411003,809411,Doris sweater,252,Sweater,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Jumper in a soft, fine knit containing some wool with long sleeves, decorative metal buttons on the shoulders and wide ribbing around the neckline, cuffs and hem."
0809411004,809411,Doris sweater,252,Sweater,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Jumper in a soft, fine knit containing some wool with long sleeves, decorative metal buttons on the shoulders and wide ribbing around the neckline, cuffs and hem."
0809500002,809500,Byron Biker Shorts,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Knee-length cycling shorts in fast-drying functional fabric with a wide waistband containing a concealed key pocket.
0809521003,809521,Milla sockboot,87,Boots,Shoes,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Sock boots in imitation suede with a soft elasticated shaft and covered heels. Imitation leather insoles. Heel 8 cm.
0809525002,809525,Filippa boot,87,Boots,Shoes,1010016,Solid,10,White,3,Light,9,White,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Ankle boots with pointed toes, covered heels and a zip in one side. Satin linings and imitation leather insoles. Heel 8 cm."
0809549001,809549,Lumiere Bralette Soft,306,Bra,Underwear,1010020,Contrast,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bralette in lace with mesh-lined, triangular cups that give the bust a natural shape and light support. Narrow, adjustable shoulder straps, two rows of elastic and a lace trim at the hem, and a hook-and-eye fastening at the back."
0809575001,809575,Kendrick SP body,283,Underwear body,Underwear,1010016,Solid,42,Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Body in mesh and lace with a super push-up bra. Underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back. Lined gusset with concealed press-studs and a high cut at the back."
0809677001,809677,Nora shirt dress,265,Dress,Garment Full body,1010016,Solid,21,Light Yellow,3,Light,8,Yellow,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Calf-length dress in airy cotton poplin with a collar, V-neck, buttons down the front and cap sleeves with sewn-in turn-ups. Detachable tie belt at the waist, a flared skirt with pleats for added width, concealed pockets in the side seams and a slit at the back. Unlined."
0809841001,809841,Bosse 5-p,302,Socks,Socks & Tights,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6541,Baby Socks,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1021,Socks and Tights,"Socks in a soft, fine-knit cotton blend with elasticated tops."
0809846001,809846,Orlando Hipster Primula,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in lace with a low waist, lined gusset and cutaway coverage at the back."
0809846005,809846,Orlando Hipster Primula,286,Underwear bottom,Underwear,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in lace with a low waist, lined gusset and cutaway coverage at the back."
0809883001,809883,Ophelia Padded Soft Bra,306,Bra,Underwear,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in lace with removable inserts that shape the bust and provide good support. Adjustable shoulder straps, a hook-and-eye fastening at the back, and a lace trim at the hem."
0809883002,809883,Ophelia Padded Soft Bra,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in lace with removable inserts that shape the bust and provide good support. Adjustable shoulder straps, a hook-and-eye fastening at the back, and a lace trim at the hem."
0809913001,809913,Posh Swimsuit,57,Swimsuit,Swimwear,1010026,Other structure,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, ribbed swimsuit with a fixed belt to accentuate the waist. Square neckline at the front and a deeper square neckline at the back. Padded cups with removable inserts that shape the bust and provide good support."
0809961001,809961,CINDY tights conscious,273,Leggings/Tights,Garment Lower body,1010016,Solid,19,Greenish Khaki,1,Dusty Light,20,Khaki green,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric. High waist with a wrapover at the front of the waistband. The polyester content of the tights is recycled.
0809961002,809961,CINDY tights conscious,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric. High waist with a wrapover at the front of the waistband. The polyester content of the tights is recycled.
0809961003,809961,CINDY tights conscious,273,Leggings/Tights,Garment Lower body,1010013,Other pattern,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric. High waist with a wrapover at the front of the waistband. The polyester content of the tights is recycled.
0809961004,809961,CINDY tights conscious,273,Leggings/Tights,Garment Lower body,1010016,Solid,63,Dark Purple,2,Medium Dusty,6,Lilac Purple,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric. High waist with a wrapover at the front of the waistband. The polyester content of the tights is recycled.
0809961007,809961,CINDY tights conscious,273,Leggings/Tights,Garment Lower body,1010016,Solid,92,Green,2,Medium Dusty,12,Grey,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric. High waist with a wrapover at the front of the waistband. The polyester content of the tights is recycled.
0809972001,809972,Malou shorts,274,Shorts,Garment Lower body,1010001,All over pattern,71,Light Blue,1,Dusty Light,2,Blue,6555,Baby Girl Woven,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1006,Woven/Jersey/Knitted mix Baby,"Puff pants in a cotton weave with elastication and a decorative bow at the waist, and elasticated hems."
0810156001,810156,Kim low waist (W),272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Trousers in soft, stretch twill with a fake fly, fake front pockets, real back pockets and slim legs. Ribbing at the waist for best fit over the tummy."
0810156002,810156,Kim low waist (W),272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Trousers in soft, stretch twill with a fake fly, fake front pockets, real back pockets and slim legs. Ribbing at the waist for best fit over the tummy."
0810169001,810169,Superskinny (D),272,Trousers,Garment Lower body,1010023,Denim,72,Blue,3,Light,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed, stretch denim with fake front pockets, real back pockets and super-skinny legs. Wide jersey panel at the waist for best fit over the tummy."
0810169002,810169,Superskinny (D),272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,4,Dark,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed, stretch denim with fake front pockets, real back pockets and super-skinny legs. Wide jersey panel at the waist for best fit over the tummy."
0810169003,810169,Superskinny (D),272,Trousers,Garment Lower body,1010023,Denim,8,Dark Grey,4,Dark,12,Grey,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed, stretch denim with fake front pockets, real back pockets and super-skinny legs. Wide jersey panel at the waist for best fit over the tummy."
0810169016,810169,Superskinny (D),272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,3,Light,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed, stretch denim with fake front pockets, real back pockets and super-skinny legs. Wide jersey panel at the waist for best fit over the tummy."
0810169017,810169,Superskinny (D),272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed, stretch denim with fake front pockets, real back pockets and super-skinny legs. Wide jersey panel at the waist for best fit over the tummy."
0810169018,810169,Superskinny (D),272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed, stretch denim with fake front pockets, real back pockets and super-skinny legs. Wide jersey panel at the waist for best fit over the tummy."
0810169020,810169,Superskinny (D),272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed, stretch denim with fake front pockets, real back pockets and super-skinny legs. Wide jersey panel at the waist for best fit over the tummy."
0810169022,810169,Superskinny (D),272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed, stretch denim with fake front pockets, real back pockets and super-skinny legs. Wide jersey panel at the waist for best fit over the tummy."
0810170001,810170,Skinny denim (D),272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed, stretch denim with fake front pockets, real back pockets and skinny legs. Wide ribbing at the waist for best fit over the tummy."
0810170003,810170,Skinny denim (D),272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed, stretch denim with fake front pockets, real back pockets and skinny legs. Wide ribbing at the waist for best fit over the tummy."
0810170007,810170,Skinny denim (D),272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed, stretch denim with fake front pockets, real back pockets and skinny legs. Wide ribbing at the waist for best fit over the tummy."
0810170012,810170,Skinny denim (D),272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed, stretch denim with fake front pockets, real back pockets and skinny legs. Wide ribbing at the waist for best fit over the tummy."
0810170013,810170,Skinny denim (D),272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,6,Lilac Purple,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed, stretch denim with fake front pockets, real back pockets and skinny legs. Wide ribbing at the waist for best fit over the tummy."
0810170014,810170,Skinny denim (D),272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed, stretch denim with fake front pockets, real back pockets and skinny legs. Wide ribbing at the waist for best fit over the tummy."
0810170016,810170,Skinny denim (D),272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed, stretch denim with fake front pockets, real back pockets and skinny legs. Wide ribbing at the waist for best fit over the tummy."
0810170018,810170,Skinny denim (D),272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed, stretch denim with fake front pockets, real back pockets and skinny legs. Wide ribbing at the waist for best fit over the tummy."
0810170022,810170,Skinny denim (D),272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,4,Dark,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Jeans in washed, stretch denim with fake front pockets, real back pockets and skinny legs. Wide ribbing at the waist for best fit over the tummy."
0810172002,810172,Skinny ankle (D),272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Ankle-length jeans in washed, stretch denim with fake front pockets, real back pockets and skinny legs. Wide waist panel for best fit over the tummy."
0810172003,810172,Skinny ankle (D),272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Ankle-length jeans in washed, stretch denim with fake front pockets, real back pockets and skinny legs. Wide waist panel for best fit over the tummy."
0810172005,810172,Skinny ankle (D),272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Ankle-length jeans in washed, stretch denim with fake front pockets, real back pockets and skinny legs. Wide waist panel for best fit over the tummy."
0810172006,810172,Skinny ankle (D),272,Trousers,Garment Lower body,1010023,Denim,11,Off White,1,Dusty Light,9,White,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Ankle-length jeans in washed, stretch denim with fake front pockets, real back pockets and skinny legs. Wide waist panel for best fit over the tummy."
0810172014,810172,Skinny ankle (D),272,Trousers,Garment Lower body,1010023,Denim,11,Off White,1,Dusty Light,9,White,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Ankle-length jeans in washed, stretch denim with fake front pockets, real back pockets and skinny legs. Wide waist panel for best fit over the tummy."
0810172015,810172,Skinny ankle (D),272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Ankle-length jeans in washed, stretch denim with fake front pockets, real back pockets and skinny legs. Wide waist panel for best fit over the tummy."
0810172018,810172,Skinny ankle (D),272,Trousers,Garment Lower body,1010023,Denim,8,Dark Grey,4,Dark,12,Grey,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Ankle-length jeans in washed, stretch denim with fake front pockets, real back pockets and skinny legs. Wide waist panel for best fit over the tummy."
0810386001,810386,Bobby Fancy,275,Skirt,Garment Lower body,1010015,Sequin,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short skirt in velour with reversible sequins. High waist with concealed elastication. Jersey lining.
0810419002,810419,Timeless Tanga,59,Swimwear bottom,Swimwear,1010017,Stripe,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with narrow sides, cutaway coverage at the back and a low waist with covered elastication."
0810419009,810419,Timeless Tanga,59,Swimwear bottom,Swimwear,1010026,Other structure,73,Dark Blue,5,Bright,2,Blue,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with narrow sides, cutaway coverage at the back and a low waist with covered elastication."
0810460001,810460,LOGG Stormy pull on trs,272,Trousers,Garment Lower body,1010001,All over pattern,43,Dark Red,2,Medium Dusty,18,Red,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Ankle-length trousers in a patterned weave with a high, elasticated drawstring waist, pockets in the side seams and tapered legs."
0810493002,810493,Chardonney skirt,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,Short skirt in a textured weave with a slight sheen. Regular waist with a concealed zip and hook-and-eye fastener at the back. Second layer of fabric on the top with gathered seams at the sides and back to create a draped effect. Lined.
0810508002,810508,ORBIT SHAWLCOLLAR CARDIGAN,245,Cardigan,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5878,Knitwear,F,Menswear,3,Menswear,20,Contemporary Smart,1003,Knitwear,"Cardigan in fine-knit cotton with a shawl collar, buttons down the front and ribbing at the cuffs and hem."
0810557001,810557,Orlando C&S Push,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Underwired bra in lace with removable inserts that shape the bust and provide good support. Adjustable shoulder straps, a hook-and-eye fastening at the back, and a wide lace trim at the hem."
0810557002,810557,Orlando C&S Push,306,Bra,Underwear,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Underwired bra in lace with removable inserts that shape the bust and provide good support. Adjustable shoulder straps, a hook-and-eye fastening at the back, and a wide lace trim at the hem."
0810557003,810557,Orlando C&S Push,306,Bra,Underwear,1010016,Solid,42,Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Underwired bra in lace with removable inserts that shape the bust and provide good support. Adjustable shoulder straps, a hook-and-eye fastening at the back, and a wide lace trim at the hem."
0810557006,810557,Orlando C&S Push,306,Bra,Underwear,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Underwired bra in lace with removable inserts that shape the bust and provide good support. Adjustable shoulder straps, a hook-and-eye fastening at the back, and a wide lace trim at the hem."
0810557010,810557,Orlando C&S Push,306,Bra,Underwear,1010016,Solid,71,Light Blue,1,Dusty Light,6,Lilac Purple,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Underwired bra in lace with removable inserts that shape the bust and provide good support. Adjustable shoulder straps, a hook-and-eye fastening at the back, and a wide lace trim at the hem."
0810557011,810557,Orlando C&S Push,306,Bra,Underwear,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Underwired bra in lace with removable inserts that shape the bust and provide good support. Adjustable shoulder straps, a hook-and-eye fastening at the back, and a wide lace trim at the hem."
0810557013,810557,Orlando C&S Push,306,Bra,Underwear,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Underwired bra in lace with removable inserts that shape the bust and provide good support. Adjustable shoulder straps, a hook-and-eye fastening at the back, and a wide lace trim at the hem."
0810591002,810591,Barney dress(1),265,Dress,Garment Full body,1010026,Other structure,9,Black,4,Dark,5,Black,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short, fitted dress in woven fabric with cap sleeves and a concealed zip at the back with a safety button at the top. Seam at the waist and a slightly stretchy skirt with a slit at the back. Lined."
0810592002,810592,Calista dress,265,Dress,Garment Full body,1010016,Solid,43,Dark Red,7,Medium,18,Red,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,Short dress in airy chiffon with a round neckline that has gathers at the front and an opening with a button at the back of the neck. Long sleeves with pleats and buttons at the cuffs. Lined.
0810662002,810662,Scarlett Fancy Sequin Dress,265,Dress,Garment Full body,1010015,Sequin,73,Dark Blue,4,Dark,2,Blue,7613,Kids Girl Dresses,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1014,Dresses/Skirts girls,"Empire-line dress in tulle embroidered with dangling sequins. Short, flutter sleeves and an opening with a shimmering button at the back of the neck. Satin lining."
0810710004,810710,EARTH MUSCLE FIT ROLLNECK,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5878,Knitwear,F,Menswear,3,Menswear,20,Contemporary Smart,1003,Knitwear,Jumper in rib-knit cotton with a polo neck and long raglan sleeves. Muscle Fit – a fit designed to showcase the body’s physique with narrow shoulders and tapered sleeves to create a flattering silhouette.
0810710008,810710,EARTH MUSCLE FIT ROLLNECK,252,Sweater,Garment Upper body,1010010,Melange,8,Dark Grey,2,Medium Dusty,12,Grey,5878,Knitwear,F,Menswear,3,Menswear,20,Contemporary Smart,1003,Knitwear,Jumper in rib-knit cotton with a polo neck and long raglan sleeves. Muscle Fit – a fit designed to showcase the body’s physique with narrow shoulders and tapered sleeves to create a flattering silhouette.
0810724001,810724,Carolina padded,87,Boots,Shoes,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Boots with an ankle-height shaft and lacing at the front. Pile linings and insoles and patterned soles. Heel 3 cm.
0810777001,810777,Orange Push Seamless Bra,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Non-wired sports bra in fast-drying functional fabric with padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps that cross at the back and a hook-and-eye fastening at the back. Medium support. The bra is designed with the minimum number of seams for a more comfortable fit and increased mobility.
0810790001,810790,Ellen Tencel Dress,265,Dress,Garment Full body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,2033,Woven Tops,A,Ladieswear,1,Ladieswear,8,Mama,1010,Blouses,Short shirt dress in soft Tencel™ lyocell denim with a collar and buttons down the front. Gathered seam under the bust and long sleeves with a tab and button. Unlined.
